,time,x,y,theta
1135,11.35,588.89,251.78345,-1.9388754357
1136,11.36,587.822,247.4002,-1.93434249209
1137,11.37,586.8285,242.9628,-1.929492962
1138,11.38,585.824,238.4639,-1.92476496904
1139,11.39,584.9535,234.0401,-1.92007118965
1140,11.4,584.0845,229.6601,-1.91509811951
1141,11.41,583.185,225.36105,-1.91037874489
1142,11.42,582.2825,220.96575,-1.90546948701
1143,11.43,581.3645,216.66095,-1.90083102239
1144,11.44,580.3665,212.33245,-1.89572024447
1145,11.45,579.464,208.10165,-1.89086503626
1146,11.46,578.49,203.8056,-1.88603688858
1147,11.47,577.646,199.507,-1.88122156589
1148,11.48,576.907,195.389735,-1.87613305033
1149,11.49,576.244,191.1659405,-1.87133573584
1150,11.5,575.607,186.94375,-1.86590739853
1151,11.51,574.9765,182.83325,-1.86107442765
1152,11.52,574.3625,178.6706,-1.85569624313
1153,11.53,573.731,174.53265,-1.85108278188
1154,11.54,573.0405,170.4445,-1.84577837971
1155,11.55,572.3565,166.29105,-1.84064315874
1156,11.56,571.7455,162.2577,-1.83575731251
1157,11.57,571.156,158.22525,-1.83078794846
1158,11.58,570.5115,154.33225,-1.82578293574
1159,11.59,569.9635,150.3822,-1.82074230398
1160,11.6,569.404,146.4548,-1.81550179148
1161,11.61,568.856,142.57555,-1.8109001604
1162,11.62,568.2975,138.74815,-1.8059638678
1163,11.63,567.7895,134.9728,-1.8011291054
1164,11.64,567.2975,131.4009,-1.79634730874
1165,11.65,566.763,127.6505,-1.79126685692
1166,11.66,566.354,123.9546,-1.78637328025
1167,11.67,565.884,120.4458,-1.78159381772
1168,11.68,565.5015,116.9063,-1.7767357185
1169,11.69,565.063,113.38235,-1.77172774331
1170,11.7,564.633,110.052,-1.76683403788
1171,11.71,564.288,106.7275,-1.76219518089
1172,11.72,563.9625,103.3235,-1.75724775561
1173,11.73,563.674,100.151,-1.75222394039
1174,11.74,563.367,97.09,-1.74700138429
1175,11.75,563.103,93.9425,-1.7423399376
1176,11.76,562.8085,90.844,-1.7377120223
1177,11.77,562.488,87.828,-1.7332400003
1178,11.78,562.0895,84.8555,-1.72857123185
1179,11.79,561.6875,81.8125,-1.72374422194
1180,11.8,561.3665,79.0235,-1.71932128293
1181,11.81,561.075,76.327,-1.71496768784
1182,11.82,560.708,73.4985,-1.71024621485
1183,11.83,560.3895,70.7705,-1.70593903056
1184,11.84,560.099,68.129,-1.70162674239
1185,11.85,559.7005,65.47,-1.69721756866
1186,11.86,559.341,62.834,-1.69273354672
1187,11.87,559.0295,60.356,-1.68866801162
1188,11.88,558.6475,57.924,-1.68456460082
1189,11.89,558.2465,55.4575,-1.68042575246
1190,11.9,557.9305,53.059,-1.67634773285
1191,11.91,557.6495,50.8325,-1.67245366737
1192,11.92,557.388,48.681,-1.66870406969
1193,11.93,557.036,46.405,-1.66474014583
1194,11.94,556.774,44.3515,-1.66119595087
1195,11.95,556.586,42.3835,-1.65758808186
1196,11.96,556.374,40.301,-1.65380744018
1197,11.97,556.2265,38.336,-1.65017003524
1198,11.98,556.0445,36.4745,-1.6469908493
1199,11.99,555.8295,34.591,-1.64377077073
1200,12.0,555.664,32.7975,-1.64087207474
1201,12.01,555.433,30.9975,-1.63796909068
1202,12.02,555.306,29.3765,-1.63513557912
1203,12.03,555.096,27.7375,-1.63233051991
1204,12.04,554.9555,26.1505,-1.62948760794
1205,12.05,554.6675,24.6255,-1.62695065943
1206,12.06,554.541,23.2075,-1.62458856632
1207,12.07,554.3245,21.69,-1.6220863868
1208,12.08,554.2305,20.39,-1.62034065411
1209,12.09,554.146,19.027,-1.61847263979
1210,12.1,554.0705,17.6565,-1.61670175857
1211,12.11,553.9935,16.4325,-1.61498827076
1212,12.12,553.872,15.2255,-1.61351247195
1213,12.13,553.787,14.1,-1.61194016827
1214,12.14,553.702,13.0595,-1.61060830192
1215,12.15,553.5655,12.108,-1.60940822629
1216,12.16,553.4515,11.1345,-1.6079962819
1217,12.17,553.3555,10.3265,-1.60710280622
1218,12.18,553.2305,9.523,-1.60609636417
1219,12.19,553.0845,8.709,-1.60506494433
1220,12.2,553.0265,8.0545,-1.60428186635
1221,12.21,552.969,7.482,-1.60339098264
1222,12.22,552.905,6.973,-1.60256471376
1223,12.23,552.818,6.451,-1.60169379753
1224,12.24,552.7125,6.012,-1.60096717159
1225,12.25,552.5755,5.6025,-1.6002427885
1226,12.26,552.4715,5.291,-1.59984434996
1227,12.27,552.3765,5.0145,-1.59937080429
1228,12.28,552.28,4.774,-1.59897688882
1229,12.29,552.215,4.571,-1.59869628389
1230,12.3,552.144,4.4115,-1.59845417893
1231,12.31,552.119,4.293,-1.59822704096
1232,12.32,552.0815,4.172,-1.59802597455
1233,12.33,552.0865,4.113,-1.59799312956
1234,12.34,552.091,4.044,-1.5978709045
1235,12.35,552.1015,4.0085,-1.59781224349
1236,12.36,552.1075,3.989,-1.59781208567
1237,12.37,552.107,3.9725,-1.5977737835
1238,12.38,552.1235,3.96,-1.59780491364
1239,12.39,552.127,3.9445,-1.59776318899
1240,12.4,552.1455,3.954,-1.59781906892
1241,12.41,552.1735,3.9655,-1.59786634144
1242,12.42,552.2185,3.98,-1.59787067181
1243,12.43,552.302,4.0075,-1.59795805509
1244,12.44,552.3555,4.0775,-1.5980632831
1245,12.45,552.338,4.175,-1.5979297003
1246,12.46,552.322,4.172,-1.59785611317
1247,12.47,552.318,4.1725,-1.59779978685
1248,12.48,552.3195,4.132,-1.59774677403
1249,12.49,552.311,4.092,-1.59774260769
1250,12.5,552.293,4.065,-1.59792685348
1251,12.51,552.2555,4.0445,-1.59790366489
1252,12.52,552.21,4.063,-1.59781319953
1253,12.53,552.216,4.124,-1.59771722456
1254,12.54,552.2835,3.9965,-1.59774041029
1255,12.55,552.2905,3.9165,-1.59768000408
1256,12.56,552.3155,3.886,-1.59767615487
1257,12.57,552.341,3.8705,-1.59772763546
1258,12.58,552.3565,3.8475,-1.59767204035
1259,12.59,552.361,3.7265,-1.59763097102
1260,12.6,552.346,3.7195,-1.59760045982
1261,12.61,552.3335,3.728,-1.59759404669
1262,12.62,552.305,3.731,-1.59760366435
1263,12.63,552.2735,3.8535,-1.59755881773
1264,12.64,552.266,3.7175,-1.59757514619
1265,12.65,552.299,3.689,-1.59763511392
1266,12.66,552.3175,3.664,-1.59761989828
1267,12.67,552.332,3.6475,-1.59765129381
1268,12.68,552.349,3.6235,-1.59767968369
1269,12.69,552.354,3.6075,-1.59766722513
1270,12.7,552.3495,3.6085,-1.59767193363
1271,12.71,552.3475,3.609,-1.5976420446
1272,12.72,552.3295,3.6115,-1.59766675688
1273,12.73,552.32,3.6155,-1.59765391212
1274,12.74,552.3165,3.5995,-1.59765213803
1275,12.75,552.312,3.6065,-1.59764213469
1276,12.76,552.314,3.601,-1.59764033213
1277,12.77,552.328,3.604,-1.59763173439
1278,12.78,552.3475,3.587,-1.59766948825
1279,12.79,552.3555,3.5895,-1.59765537857
1280,12.8,552.353,3.5875,-1.59768210755
1281,12.81,552.347,3.594,-1.59743843169
1282,12.82,552.3375,3.582,-1.59738651442
1283,12.83,552.328,3.5945,-1.59736774927
1284,12.84,552.32,3.5865,-1.59736454253
1285,12.85,552.312,3.601,-1.59735675089
1286,12.86,552.3185,3.5895,-1.59735176409
1287,12.87,552.3285,3.5815,-1.59729696582
1288,12.88,552.339,3.586,-1.59733023868
1289,12.89,552.346,3.594,-1.59731099348
1290,12.9,552.3465,3.578,-1.59729026611
1291,12.91,552.3485,3.5915,-1.59723972415
1292,12.92,552.3325,3.581,-1.59722386105
1293,12.93,552.323,3.587,-1.59719223
1294,12.94,552.3155,3.5995,-1.5971875961
1295,12.95,552.317,3.59,-1.59715967987
1296,12.96,552.3215,3.5755,-1.59715791774
1297,12.97,552.331,3.5995,-1.597248513
1298,12.98,552.3335,3.579,-1.59720831359
1299,12.99,552.3325,3.584,-1.59728497954
1300,13.0,552.3455,3.5865,-1.59755716117
1301,13.01,552.3465,3.578,-1.59762539968
1302,13.02,552.3405,3.579,-1.5976397208
1303,13.03,552.323,3.583,-1.5976215585
1304,13.04,552.327,3.589,-1.59761515733
1305,13.05,552.3225,3.5785,-1.59758630947
1306,13.06,552.332,3.587,-1.59765205004
1307,13.07,552.3305,3.5855,-1.5976466934
1308,13.08,552.331,3.5825,-1.59765122668
1309,13.09,552.339,3.586,-1.59767116663
1310,13.1,552.34,3.581,-1.59760861079
1311,13.11,552.3395,3.579,-1.59764212653
1312,13.12,552.3365,3.58,-1.597611161
1313,13.13,552.335,3.5865,-1.59764035681
1314,13.14,552.331,3.586,-1.59763785573
1315,13.15,552.3245,3.5865,-1.59763927997
1316,13.16,552.316,3.5775,-1.59759581278
1317,13.17,552.322,3.58,-1.59761542758
1318,13.18,552.335,3.5835,-1.59763410026
1319,13.19,552.336,3.5795,-1.59765440798
1320,13.2,552.336,3.5795,-1.59762012422
1321,13.21,552.333,3.5655,-1.59762630493
1322,13.22,552.33,3.5815,-1.59762381553
1323,13.23,552.3345,3.5765,-1.59764882254
1324,13.24,552.3335,3.5735,-1.59762674325
1325,13.25,552.3235,3.5685,-1.59761710251
1326,13.26,552.331,3.5885,-1.59766338496
1327,13.27,552.317,3.5725,-1.59760968292
1328,13.28,552.3315,3.5765,-1.59757618506
1329,13.29,552.3305,3.5825,-1.59764567846
1330,13.3,552.3335,3.575,-1.59760184479
1331,13.31,552.3325,3.5815,-1.59766085386
1332,13.32,552.3335,3.581,-1.59760223878
1333,13.33,552.3275,3.58,-1.59764524503
1334,13.34,552.3255,3.5825,-1.597635937
1335,13.35,552.328,3.582,-1.59760690376
1336,13.36,552.322,3.574,-1.5975924582
1337,13.37,552.3265,3.583,-1.59766603634
1338,13.38,552.335,3.5855,-1.59765044277
1339,13.39,552.3295,3.5835,-1.59764472133
1340,13.4,552.3325,3.579,-1.59762432123
1341,13.41,552.341,3.586,-1.59765585517
1342,13.42,552.33,3.587,-1.59760535461
1343,13.43,552.3305,3.5745,-1.59760693973
1344,13.44,552.3255,3.5805,-1.59759441121
1345,13.45,552.328,3.5815,-1.59764024013
1346,13.46,552.326,3.593,-1.5976174189
1347,13.47,552.326,3.5705,-1.59760458064
1348,13.48,552.3335,3.5765,-1.59757798996
1349,13.49,552.3275,3.5685,-1.59757970345
1350,13.5,552.334,3.5835,-1.59759682546
1351,13.51,552.329,3.5755,-1.59761080682
1352,13.52,552.328,3.574,-1.59761986864
1353,13.53,552.3265,3.5765,-1.59760578679
1354,13.54,552.321,3.5705,-1.59758314994
1355,13.55,552.3195,3.5725,-1.59757956367
1356,13.56,552.324,3.5825,-1.59732690421
1357,13.57,552.32,3.588,-1.59735720227
1358,13.58,552.3285,3.5815,-1.59733630093
1359,13.59,552.3295,3.586,-1.59738188505
1360,13.6,552.323,3.5865,-1.59736277263
1361,13.61,552.326,3.5825,-1.59735164528
1362,13.62,552.329,3.5875,-1.59732110679
1363,13.63,552.331,3.5805,-1.59729090235
1364,13.64,552.328,3.587,-1.59726914215
1365,13.65,552.3285,3.584,-1.59724573708
1366,13.66,552.3225,3.579,-1.59719162016
1367,13.67,552.325,3.5755,-1.59716145136
1368,13.68,552.3275,3.586,-1.59712681639
1369,13.69,552.3195,3.5845,-1.59714322335
1370,13.7,552.325,3.59,-1.59717619782
1371,13.71,552.328,3.589,-1.59717561148
1372,13.72,552.336,3.5885,-1.5971579584
1373,13.73,552.332,3.594,-1.5972091928
1374,13.74,552.3305,3.575,-1.59715903008
1375,13.75,552.3315,3.575,-1.59713474027
1376,13.76,552.3255,3.571,-1.59715387702
1377,13.77,552.3355,3.5765,-1.59717253975
1378,13.78,552.3275,3.591,-1.59719789796
1379,13.79,552.332,3.581,-1.59719120678
1380,13.8,552.327,3.578,-1.59715966003
1381,13.81,552.3355,3.585,-1.59717772821
1382,13.82,552.334,3.584,-1.59719729588
1383,13.83,552.3285,3.5825,-1.59717877152
1384,13.84,552.3295,3.572,-1.59713318771
1385,13.85,552.324,3.5825,-1.59716229077
1386,13.86,552.3325,3.5795,-1.59711757121
1387,13.87,552.3315,3.589,-1.59714515163
1388,13.88,552.3295,3.5865,-1.5971400857
1389,13.89,552.3335,3.579,-1.59715749147
1390,13.9,552.335,3.586,-1.59719772536
1391,13.91,552.3275,3.575,-1.59716462794
1392,13.92,552.327,3.5705,-1.59716363679
1393,13.93,552.322,3.585,-1.59720120218
1394,13.94,552.333,3.5735,-1.59717762044
1395,13.95,552.3225,3.579,-1.59718822552
1396,13.96,552.3305,3.5845,-1.59717042362
1397,13.97,552.3325,3.579,-1.59713972513
1398,13.98,552.325,3.575,-1.59714196851
1399,13.99,552.3275,3.577,-1.59714314579
1400,14.0,552.3315,3.585,-1.59716234721
1401,14.01,552.3345,3.5805,-1.59716320712
1402,14.02,552.331,3.57,-1.59717067605
1403,14.03,552.3375,3.5885,-1.59718199881
1404,14.04,552.328,3.577,-1.59713832859
1405,14.05,552.328,3.5725,-1.59715780868
1406,14.06,552.33,3.576,-1.59720350575
1407,14.07,552.333,3.5765,-1.59715151527
1408,14.08,552.332,3.582,-1.5971780654
1409,14.09,552.3255,3.58,-1.59715883612
1410,14.1,552.3245,3.5695,-1.5971680743
1411,14.11,552.326,3.5715,-1.59712244735
1412,14.12,552.332,3.572,-1.59715879532
1413,14.13,552.334,3.574,-1.59716919501
1414,14.14,552.332,3.577,-1.59721570012
1415,14.15,552.3285,3.579,-1.59715971735
1416,14.16,552.3335,3.5825,-1.59717197452
1417,14.17,552.3305,3.585,-1.59715729996
1418,14.18,552.3245,3.5845,-1.59719100879
1419,14.19,552.3295,3.5735,-1.59717775764
1420,14.2,552.329,3.5695,-1.59718483472
1421,14.21,552.3385,3.5655,-1.59715476322
1422,14.22,552.331,3.578,-1.59713067458
1423,14.23,552.3305,3.5715,-1.59717492061
1424,14.24,552.3245,3.566,-1.59715508883
1425,14.25,552.3245,3.579,-1.59720894573
1426,14.26,552.3255,3.563,-1.59717498099
1427,14.27,552.3295,3.577,-1.59718611683
1428,14.28,552.3245,3.566,-1.5971639617
1429,14.29,552.324,3.5795,-1.59720845331
1430,14.3,552.323,3.587,-1.59719667056
1431,14.31,552.318,3.5745,-1.59714710249
1432,14.32,552.3235,3.581,-1.59720831414
1433,14.33,552.3225,3.5725,-1.59716851649
1434,14.34,552.325,3.577,-1.59719479327
1435,14.35,552.3225,3.582,-1.59717824185
1436,14.36,552.322,3.5835,-1.597169607
1437,14.37,552.3265,3.5715,-1.59715561364
1438,14.38,552.32,3.5715,-1.597156075
1439,14.39,552.325,3.576,-1.59714376291
1440,14.4,552.3265,3.5725,-1.59713016367
1441,14.41,552.3285,3.5795,-1.59717356097
1442,14.42,552.3275,3.5735,-1.5971890164
1443,14.43,552.3225,3.5785,-1.5971959893
1444,14.44,552.3225,3.585,-1.59717916144
1445,14.45,552.3245,3.58,-1.59719478376
1446,14.46,552.3235,3.5625,-1.59719176536
1447,14.47,552.33,3.575,-1.59719767242
1448,14.48,552.33,3.5695,-1.59717619502
1449,14.49,552.3295,3.5675,-1.59715437848
1450,14.5,552.328,3.5775,-1.59718468911
1451,14.51,552.3275,3.576,-1.59715471276
1452,14.52,552.326,3.571,-1.59717686958
1453,14.53,552.327,3.585,-1.59717631493
1454,14.54,552.3245,3.575,-1.59719389242
1455,14.55,552.323,3.578,-1.59717305975
1456,14.56,552.3295,3.5725,-1.59719867026
1457,14.57,552.329,3.5735,-1.59718642453
1458,14.58,552.325,3.574,-1.59718317478
1459,14.59,552.3275,3.574,-1.59716252795
1460,14.6,552.322,3.579,-1.59715020709
1461,14.61,552.328,3.5815,-1.59717106701
1462,14.62,552.325,3.57,-1.59714483647
1463,14.63,552.326,3.5765,-1.59714719697
1464,14.64,552.3225,3.559,-1.59713677986
1465,14.65,552.3325,3.571,-1.59715804309
1466,14.66,552.33,3.5695,-1.59714283313
1467,14.67,552.3335,3.5885,-1.59715954342
1468,14.68,552.3305,3.575,-1.59720175533
1469,14.69,552.3355,3.5715,-1.59717618467
1470,14.7,552.333,3.5755,-1.59717561402
1471,14.71,552.3305,3.5755,-1.5971891562
1472,14.72,552.326,3.574,-1.59715321228
1473,14.73,552.3305,3.576,-1.59717183802
1474,14.74,552.3275,3.5725,-1.59717910295
1475,14.75,552.338,3.5755,-1.59717216676
1476,14.76,552.339,3.5795,-1.59714976751
1477,14.77,552.3305,3.5835,-1.59714537639
1478,14.78,552.334,3.573,-1.59713699411
1479,14.79,552.3295,3.584,-1.59712429788
1480,14.8,552.327,3.5815,-1.59714382396
1481,14.81,552.3315,3.588,-1.59719470527
1482,14.82,552.328,3.577,-1.59717122048
1483,14.83,552.3325,3.5865,-1.59718775366
1484,14.84,552.3275,3.5805,-1.59718077685
1485,14.85,552.323,3.58,-1.59714536591
1486,14.86,552.327,3.57,-1.59713465363
1487,14.87,552.327,3.5765,-1.59715068563
1488,14.88,552.3245,3.5795,-1.59716764727
1489,14.89,552.3265,3.571,-1.597186586
1490,14.9,552.327,3.5815,-1.59718882226
1491,14.91,552.3335,3.575,-1.59720275989
1492,14.92,552.3215,3.5585,-1.59712006852
1493,14.93,552.33,3.575,-1.59718482557
1494,14.94,552.328,3.568,-1.59715993614
1495,14.95,552.333,3.5795,-1.59716754415
1496,14.96,552.3275,3.5825,-1.59714927005
1497,14.97,552.3305,3.5865,-1.59716925959
1498,14.98,552.327,3.582,-1.59720377808
1499,14.99,552.3255,3.565,-1.59713410778
1500,15.0,552.3315,3.5795,-1.59715507659
1501,15.01,552.331,3.5735,-1.59716661218
1502,15.02,552.3265,3.5755,-1.59717347056
1503,15.03,552.331,3.5735,-1.59716814225
1504,15.04,552.335,3.575,-1.5971315027
1505,15.05,552.326,3.581,-1.59717898839
1506,15.06,552.3275,3.5805,-1.5971561497
1507,15.07,552.329,3.588,-1.59718216507
1508,15.08,552.332,3.57,-1.5971555401
1509,15.09,552.33,3.5635,-1.59718087089
1510,15.1,552.325,3.5735,-1.59714356978
1511,15.11,552.3205,3.5765,-1.59717155883
1512,15.12,552.327,3.5675,-1.59715091942
1513,15.13,552.328,3.5685,-1.59718814455
1514,15.14,552.32,3.564,-1.59714626034
1515,15.15,552.322,3.5615,-1.59717177538
1516,15.16,552.325,3.5815,-1.59718271943
1517,15.17,552.329,3.5565,-1.59714573935
1518,15.18,552.326,3.5675,-1.59713013046
1519,15.19,552.318,3.5795,-1.59718072761
1520,15.2,552.32,3.574,-1.5971518943
1521,15.21,552.3185,3.569,-1.59715801513
1522,15.22,552.3295,3.5735,-1.59716296272
1523,15.23,552.324,3.5685,-1.59715150358
1524,15.24,552.3265,3.572,-1.59717724916
1525,15.25,552.32,3.577,-1.59715247063
1526,15.26,552.326,3.574,-1.59718205396
1527,15.27,552.3215,3.574,-1.59716471716
1528,15.28,552.327,3.578,-1.59717737934
1529,15.29,552.329,3.572,-1.5971643107
1530,15.3,552.3255,3.5785,-1.59716492394
1531,15.31,552.326,3.562,-1.59718006542
1532,15.32,552.325,3.5845,-1.59718098426
1533,15.33,552.327,3.5745,-1.59714967374
1534,15.34,552.3265,3.57,-1.59718535867
1535,15.35,552.3255,3.569,-1.59716843104
1536,15.36,552.3275,3.569,-1.59713402433
1537,15.37,552.3215,3.568,-1.59714601069
1538,15.38,552.3285,3.573,-1.59715798234
1539,15.39,552.326,3.567,-1.59715985616
1540,15.4,552.3365,3.567,-1.59716236615
1541,15.41,552.3285,3.5635,-1.59720684781
1542,15.42,552.332,3.5725,-1.59714721371
1543,15.43,552.323,3.573,-1.59718355253
1544,15.44,552.3305,3.5735,-1.59719166157
1545,15.45,552.3315,3.578,-1.59717291068
1546,15.46,552.3315,3.58,-1.59718411146
1547,15.47,552.327,3.5755,-1.59717455897
1548,15.48,552.332,3.5645,-1.59715385915
1549,15.49,552.331,3.5745,-1.59717416336
1550,15.5,552.331,3.576,-1.59717237783
1551,15.51,552.3285,3.5735,-1.59714965336
1552,15.52,552.331,3.5755,-1.597187198
1553,15.53,552.33,3.589,-1.59719664821
1554,15.54,552.3315,3.5815,-1.59716611376
1555,15.55,552.3355,3.5745,-1.59720428661
1556,15.56,552.3235,3.579,-1.59719365907
1557,15.57,552.337,3.5715,-1.59718660802
1558,15.58,552.334,3.573,-1.59711546753
1559,15.59,552.324,3.5785,-1.59716012633
1560,15.6,552.337,3.5735,-1.59717092713
1561,15.61,552.328,3.5695,-1.59712150427
1562,15.62,552.328,3.575,-1.59713287294
1563,15.63,552.319,3.568,-1.59711798163
1564,15.64,552.329,3.5735,-1.59717249755
1565,15.65,552.326,3.5695,-1.59713487046
1566,15.66,552.3275,3.571,-1.59712877102
1567,15.67,552.329,3.568,-1.59714156348
1568,15.68,552.3285,3.5685,-1.59714363385
1569,15.69,552.3285,3.5725,-1.59717325971
1570,15.7,552.328,3.58,-1.59720331419
1571,15.71,552.3335,3.573,-1.59717835618
1572,15.72,552.3325,3.5825,-1.59718514685
1573,15.73,552.33,3.578,-1.59716972241
1574,15.74,552.335,3.577,-1.59715472303
1575,15.75,552.3265,3.57,-1.59720077776
1576,15.76,552.334,3.5785,-1.59716946345
1577,15.77,552.336,3.578,-1.59718368636
1578,15.78,552.331,3.566,-1.59714426577
1579,15.79,552.3345,3.5745,-1.59714546797
1580,15.8,552.3315,3.5665,-1.59717923873
1581,15.81,552.334,3.5705,-1.59714081251
1582,15.82,552.3375,3.5675,-1.59716940457
1583,15.83,552.3345,3.5765,-1.59713925026
1584,15.84,552.3385,3.563,-1.59713579494
1585,15.85,552.338,3.567,-1.59713723747
1586,15.86,552.3345,3.571,-1.59714064554
1587,15.87,552.3325,3.56,-1.59713263075
1588,15.88,552.3335,3.5655,-1.59715983971
1589,15.89,552.326,3.5635,-1.59716523313
1590,15.9,552.3295,3.5715,-1.59714713032
1591,15.91,552.334,3.5615,-1.59715276669
1592,15.92,552.3355,3.5745,-1.59718008929
1593,15.93,552.3305,3.572,-1.59717699196
1594,15.94,552.3345,3.5755,-1.59719998414
1595,15.95,552.322,3.567,-1.5971514591
1596,15.96,552.3215,3.5845,-1.59712975683
1597,15.97,552.326,3.5545,-1.59715826792
1598,15.98,552.3285,3.584,-1.59719671169
1599,15.99,552.3235,3.57,-1.59715713862
1600,16.0,552.3275,3.5715,-1.59717266405
1601,16.01,552.325,3.56,-1.59715257443
1602,16.02,552.335,3.5705,-1.59715353618
1603,16.03,552.3315,3.565,-1.59715644
1604,16.04,552.3315,3.572,-1.59714502795
1605,16.05,552.327,3.5705,-1.5971454625
1606,16.06,552.3405,3.5645,-1.59715683436
1607,16.07,552.331,3.572,-1.59718836446
1608,16.08,552.333,3.5755,-1.59719645764
1609,16.09,552.334,3.5695,-1.59716914082
1610,16.1,552.329,3.574,-1.59718712679
1611,16.11,552.333,3.5735,-1.5971683634
1612,16.12,552.3335,3.58,-1.59719781507
1613,16.13,552.3245,3.5835,-1.59718213396
1614,16.14,552.3295,3.5795,-1.59715794124
1615,16.15,552.329,3.5725,-1.59716167043
1616,16.16,552.3285,3.571,-1.59713743521
1617,16.17,552.3295,3.5755,-1.59719703932
1618,16.18,552.3225,3.5705,-1.59716008277
1619,16.19,552.332,3.5755,-1.59714990461
1620,16.2,552.3255,3.5725,-1.59716573497
1621,16.21,552.326,3.582,-1.59715556425
1622,16.22,552.327,3.567,-1.59718641029
1623,16.23,552.3285,3.5785,-1.59718046314
1624,16.24,552.323,3.5725,-1.59718647696
1625,16.25,552.326,3.566,-1.59716336674
1626,16.26,552.3305,3.5705,-1.59719714264
1627,16.27,552.3255,3.5775,-1.59712106791
1628,16.28,552.3265,3.575,-1.59713044533
1629,16.29,552.326,3.577,-1.59712220732
1630,16.3,552.323,3.5535,-1.59712929283
1631,16.31,552.3245,3.572,-1.59714337446
1632,16.32,552.328,3.571,-1.59717335297
1633,16.33,552.325,3.576,-1.59715145772
1634,16.34,552.3245,3.568,-1.59714613247
1635,16.35,552.3325,3.58,-1.59717144611
1636,16.36,552.3205,3.5705,-1.59715339685
1637,16.37,552.3305,3.567,-1.59715194074
1638,16.38,552.3325,3.565,-1.59720251329
1639,16.39,552.3355,3.5815,-1.59721260707
1640,16.4,552.332,3.565,-1.59716295027
1641,16.41,552.3305,3.5785,-1.59715565839
1642,16.42,552.33,3.565,-1.59716755767
1643,16.43,552.3335,3.5665,-1.59712947009
1644,16.44,552.337,3.572,-1.59719690993
1645,16.45,552.336,3.578,-1.59719209526
1646,16.46,552.329,3.566,-1.59714188823
1647,16.47,552.3315,3.5745,-1.59716658934
1648,16.48,552.3275,3.571,-1.59714345091
1649,16.49,552.331,3.574,-1.59715431382
1650,16.5,552.331,3.5715,-1.59716026379
1651,16.51,552.328,3.585,-1.59715935855
1652,16.52,552.3295,3.5735,-1.59716822359
1653,16.53,552.3355,3.5775,-1.59718704706
1654,16.54,552.33,3.5705,-1.59717250535
1655,16.55,552.3275,3.586,-1.59718582977
1656,16.56,552.331,3.5725,-1.59716715323
1657,16.57,552.3285,3.5745,-1.59716686687
1658,16.58,552.3295,3.5845,-1.5971793355
1659,16.59,552.3295,3.582,-1.59718594707
1660,16.6,552.3315,3.567,-1.5971444912
1661,16.61,552.327,3.573,-1.59714917337
1662,16.62,552.331,3.5675,-1.59720926012
1663,16.63,552.331,3.5675,-1.59712221481
1664,16.64,552.3355,3.5685,-1.59715991256
1665,16.65,552.328,3.578,-1.59719547428
1666,16.66,552.3305,3.577,-1.59720379547
1667,16.67,552.327,3.5775,-1.59717649745
1668,16.68,552.331,3.5775,-1.59719316212
1669,16.69,552.3385,3.574,-1.5972014161
1670,16.7,552.3315,3.5755,-1.59718935509
1671,16.71,552.3385,3.5645,-1.59717361491
1672,16.72,552.3365,3.5705,-1.59718177016
1673,16.73,552.3325,3.584,-1.59720035156
1674,16.74,552.3315,3.559,-1.5971730474
1675,16.75,552.335,3.5735,-1.59719465834
1676,16.76,552.3205,3.559,-1.59712793425
1677,16.77,552.3255,3.5725,-1.5971665436
1678,16.78,552.3355,3.5715,-1.59717397793
1679,16.79,552.3305,3.57,-1.59718176812
1680,16.8,552.3195,3.5695,-1.59715722672
1681,16.81,552.328,3.574,-1.59714158115
1682,16.82,552.33,3.5835,-1.59719583092
1683,16.83,552.329,3.5855,-1.59722570509
1684,16.84,552.323,3.569,-1.59712386519
1685,16.85,552.325,3.5775,-1.59713921454
1686,16.86,552.328,3.5775,-1.59715990729
1687,16.87,552.326,3.5735,-1.59715001106
1688,16.88,552.316,3.5845,-1.59716394165
1689,16.89,552.3225,3.573,-1.59712043202
1690,16.9,552.319,3.586,-1.59717478941
1691,16.91,552.322,3.581,-1.5971694504
1692,16.92,552.326,3.587,-1.597224138
1693,16.93,552.325,3.58,-1.59718169421
1694,16.94,552.3205,3.5845,-1.59716974746
1695,16.95,552.319,3.576,-1.59719075278
1696,16.96,552.319,3.569,-1.59718560491
1697,16.97,552.3315,3.581,-1.59722553704
1698,16.98,552.316,3.5795,-1.59719188871
1699,16.99,552.321,3.583,-1.59716280991
1700,17.0,552.3275,3.582,-1.59715988707
1701,17.01,552.322,3.572,-1.59714430011
1702,17.02,552.3235,3.571,-1.59716246175
1703,17.03,552.334,3.5665,-1.59718242604
1704,17.04,552.3305,3.563,-1.5971134358
1705,17.05,552.326,3.5545,-1.59711301913
1706,17.06,552.3285,3.558,-1.59711107449
1707,17.07,552.33,3.572,-1.59713540386
1708,17.08,552.3275,3.5545,-1.59711964117
1709,17.09,552.333,3.565,-1.59712325344
1710,17.1,552.327,3.56,-1.59712091928
1711,17.11,552.32,3.5705,-1.59711604028
1712,17.12,552.328,3.5645,-1.59713469231
1713,17.13,552.327,3.572,-1.59715184364
1714,17.14,552.329,3.5685,-1.59713966451
1715,17.15,552.3255,3.58,-1.59718537194
1716,17.16,552.326,3.575,-1.59714440399
